tijdstip;datum;uur;kwartier;dag_van_week;weekdag;schoolvakantie;meetpunt_id;locatie;km;gemeente;weg;richting;voertuigen_kwartier;intensiteit_uur;weekdag_nr;maand;maand_naam;tijd_label
2025-01-01 07:30:00;2025-01-01;7;30;Wednesday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1880;7520;2;1;Jan;07:30
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1254;5016;2;1;Jan;07:45
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1235;4940;2;1;Jan;07:45
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1578;6312;2;1;Jan;07:45
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1575;6300;2;1;Jan;07:45
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1673;6692;2;1;Jan;07:45
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1677;6708;2;1;Jan;07:45
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1930;7720;2;1;Jan;07:45
2025-01-01 07:45:00;2025-01-01;7;45;Wednesday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1712;6848;2;1;Jan;07:45
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1195;4780;2;1;Jan;08:00
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1435;5740;2;1;Jan;08:00
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1332;5328;2;1;Jan;08:00
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1571;6284;2;1;Jan;08:00
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1765;7060;2;1;Jan;08:00
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1795;7180;2;1;Jan;08:00
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1761;7044;2;1;Jan;08:00
2025-01-01 08:00:00;2025-01-01;8;0;Wednesday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1698;6792;2;1;Jan;08:00
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1423;5692;2;1;Jan;08:15
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1234;4936;2;1;Jan;08:15
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1366;5464;2;1;Jan;08:15
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1273;5092;2;1;Jan;08:15
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1519;6076;2;1;Jan;08:15
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1742;6968;2;1;Jan;08:15
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1452;5808;2;1;Jan;08:15
2025-01-01 08:15:00;2025-01-01;8;15;Wednesday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1875;7500;2;1;Jan;08:15
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1362;5448;2;1;Jan;08:30
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1399;5596;2;1;Jan;08:30
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1547;6188;2;1;Jan;08:30
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1373;5492;2;1;Jan;08:30
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1707;6828;2;1;Jan;08:30
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1643;6572;2;1;Jan;08:30
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1546;6184;2;1;Jan;08:30
2025-01-01 08:30:00;2025-01-01;8;30;Wednesday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1967;7868;2;1;Jan;08:30
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1085;4340;3;1;Jan;07:00
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1379;5516;3;1;Jan;07:00
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1385;5540;3;1;Jan;07:00
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1618;6472;3;1;Jan;07:00
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1579;6316;3;1;Jan;07:00
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1755;7020;3;1;Jan;07:00
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1903;7612;3;1;Jan;07:00
2025-01-02 07:00:00;2025-01-02;7;0;Thursday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1920;7680;3;1;Jan;07:00
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1231;4924;3;1;Jan;07:15
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1164;4656;3;1;Jan;07:15
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1177;4708;3;1;Jan;07:15
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1579;6316;3;1;Jan;07:15
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1550;6200;3;1;Jan;07:15
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1913;7652;3;1;Jan;07:15
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1820;7280;3;1;Jan;07:15
2025-01-02 07:15:00;2025-01-02;7;15;Thursday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1844;7376;3;1;Jan;07:15
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1292;5168;3;1;Jan;07:30
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1156;4624;3;1;Jan;07:30
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1282;5128;3;1;Jan;07:30
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1325;5300;3;1;Jan;07:30
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1443;5772;3;1;Jan;07:30
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1656;6624;3;1;Jan;07:30
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1999;7996;3;1;Jan;07:30
2025-01-02 07:30:00;2025-01-02;7;30;Thursday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1906;7624;3;1;Jan;07:30
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1420;5680;3;1;Jan;07:45
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1363;5452;3;1;Jan;07:45
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1328;5312;3;1;Jan;07:45
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1303;5212;3;1;Jan;07:45
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1442;5768;3;1;Jan;07:45
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1657;6628;3;1;Jan;07:45
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1899;7596;3;1;Jan;07:45
2025-01-02 07:45:00;2025-01-02;7;45;Thursday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2072;8288;3;1;Jan;07:45
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1168;4672;3;1;Jan;08:00
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1063;4252;3;1;Jan;08:00
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1555;6220;3;1;Jan;08:00
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1689;6756;3;1;Jan;08:00
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1834;7336;3;1;Jan;08:00
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1968;7872;3;1;Jan;08:00
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1507;6028;3;1;Jan;08:00
2025-01-02 08:00:00;2025-01-02;8;0;Thursday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1798;7192;3;1;Jan;08:00
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1398;5592;3;1;Jan;08:15
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1412;5648;3;1;Jan;08:15
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1311;5244;3;1;Jan;08:15
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1518;6072;3;1;Jan;08:15
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1610;6440;3;1;Jan;08:15
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1787;7148;3;1;Jan;08:15
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1603;6412;3;1;Jan;08:15
2025-01-02 08:15:00;2025-01-02;8;15;Thursday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1862;7448;3;1;Jan;08:15
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1384;5536;3;1;Jan;08:30
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1767;7068;3;1;Jan;08:30
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1172;4688;3;1;Jan;08:30
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1633;6532;3;1;Jan;08:30
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1801;7204;3;1;Jan;08:30
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1492;5968;3;1;Jan;08:30
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1669;6676;3;1;Jan;08:30
2025-01-02 08:30:00;2025-01-02;8;30;Thursday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1820;7280;3;1;Jan;08:30
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1293;5172;4;1;Jan;07:00
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1148;4592;4;1;Jan;07:00
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1544;6176;4;1;Jan;07:00
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1531;6124;4;1;Jan;07:00
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1530;6120;4;1;Jan;07:00
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1706;6824;4;1;Jan;07:00
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2064;8256;4;1;Jan;07:00
2025-01-03 07:00:00;2025-01-03;7;0;Friday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2127;8508;4;1;Jan;07:00
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1688;6752;4;1;Jan;07:15
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1204;4816;4;1;Jan;07:15
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1446;5784;4;1;Jan;07:15
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1490;5960;4;1;Jan;07:15
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1768;7072;4;1;Jan;07:15
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1741;6964;4;1;Jan;07:15
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2054;8216;4;1;Jan;07:15
2025-01-03 07:15:00;2025-01-03;7;15;Friday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2230;8920;4;1;Jan;07:15
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1150;4600;4;1;Jan;07:30
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;995;3980;4;1;Jan;07:30
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1436;5744;4;1;Jan;07:30
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1417;5668;4;1;Jan;07:30
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1413;5652;4;1;Jan;07:30
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1493;5972;4;1;Jan;07:30
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2143;8572;4;1;Jan;07:30
2025-01-03 07:30:00;2025-01-03;7;30;Friday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1620;6480;4;1;Jan;07:30
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1059;4236;4;1;Jan;07:45
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1446;5784;4;1;Jan;07:45
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1287;5148;4;1;Jan;07:45
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1639;6556;4;1;Jan;07:45
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1644;6576;4;1;Jan;07:45
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1860;7440;4;1;Jan;07:45
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1940;7760;4;1;Jan;07:45
2025-01-03 07:45:00;2025-01-03;7;45;Friday;True;True;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1648;6592;4;1;Jan;07:45
2025-01-03 08:00:00;2025-01-03;8;0;Friday;True;True;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1396;5584;4;1;Jan;08:00
2025-01-03 08:00:00;2025-01-03;8;0;Friday;True;True;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1334;5336;4;1;Jan;08:00
2025-01-03 08:00:00;2025-01-03;8;0;Friday;True;True;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1363;5452;4;1;Jan;08:00
2025-01-03 08:00:00;2025-01-03;8;0;Friday;True;True;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1714;6856;4;1;Jan;08:00
2025-01-03 08:00:00;2025-01-03;8;0;Friday;True;True;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1555;6220;4;1;Jan;08:00
